Codelist,Variable_Name,Description
CL_AREA_GFSR2020,TV,Tuvalu
CL_AREA_GFSR2020,UG,Uganda
CL_AREA_GFSR2020,UA,Ukraine
CL_AREA_GFSR2020,AE,United Arab Emirates
CL_AREA_GFSR2020,GB,United Kingdom
CL_AREA_GFSR2020,US,United States
CL_AREA_GFSR2020,UY,Uruguay
CL_AREA_GFSR2020,UZ,Uzbekistan
CL_AREA_GFSR2020,VU,Vanuatu
CL_AREA_GFSR2020,VE,"Venezuela, Bolivarian Republic"
CL_AREA_GFSR2020,VN,Viet Nam
CL_AREA_GFSR2020,PS,"Palestine, State of"
CL_AREA_GFSR2020,1C_473,Yemen Arab Rep.
CL_AREA_GFSR2020,YE,Yemen
CL_AREA_GFSR2020,ZM,Zambia
CL_AREA_GFSR2020,ZW,Zimbabwe
CL_AREA_GFSR2020,1C_AAA,AAA
CL_AREA_GFSR2020,1C_ALLC,All Countries
CL_AREA_GFSR2020,1C_ALL,All Countries and Country Groups
CL_AREA_GFSR2020,1C_All_Countries_for_Dissemination,All Countries for Dissemination
CL_AREA_GFSR2020,1C_Al_Countries_for_Dissemination_Online,All Countries for Dissemination - Online
CL_AREA_GFSR2020,1C_GFSY_2014_Country_Pages,All Countries for Dissemination - Print
CL_AREA_GFSR2020,1C_All_Countries_PDF,All Countries PDF
CL_AREA_GFSR2020,All Countries Table A and B,All Countries Table A and B
CL_AREA_GFSR2020,1C_ALLG,All Country Groups
CL_AREA_GFSR2020,S1311B,Budgetary central government
CL_AREA_GFSR2020,S1311,Central government (excl. social security)
CL_AREA_GFSR2020,S1321,Central government (incl. social security)
CL_AREA_GFSR2020,S13,General government
CL_AREA_GFSR2020,1C_Template_I,Template I
CL_AREA_GFSR2020,1C_Template_II,Template II
CL_AREA_GFSR2020,1C_Template_III,Template III
CL_AREA_GFSR2020,1C_Template_IV,Template IV
CL_SECTOR_GFSR2020,S1311B,Budgetary central government
CL_SECTOR_GFSR2020,S1311,Central government (excl. social security funds)
CL_SECTOR_GFSR2020,S1321,Central government (incl. social security funds)
CL_SECTOR_GFSR2020,S13112,Extrabudgetary central government
CL_SECTOR_GFSR2020,S13,General government
CL_SECTOR_GFSR2020,S1313,Local governments
CL_SECTOR_GFSR2020,S1314,Social security funds
CL_SECTOR_GFSR2020,S1312,State governments
CL_UNIT_GFSR2020,XDC,Domestic currency
CL_UNIT_GFSR2020,XDC_R_B1GQ,Percent of GDP
CL_INDICATOR_GFSR2020,W0_S1_G1151,Customs & other import duties
CL_INDICATOR_GFSR2020,W0_S1_G1412,Dividend revenue
CL_INDICATOR_GFSR2020,W0_S1_G1142,Excise taxes
CL_INDICATOR_GFSR2020,W0_S1_G1141,General taxes on goods & services
CL_INDICATOR_GFSR2020,W0_S1_G1M13A,Grants in cash
CL_INDICATOR_GFSR2020,W0_S1_G1M13B,Grants in kind
CL_INDICATOR_GFSR2020,W0_S1_G13,Grants revenue
CL_INDICATOR_GFSR2020,W1_S13_G13,Grants revenue from foreign govts
CL_INDICATOR_GFSR2020,W1_S13_G13K,Grants revenue from foreign govts: capital
CL_INDICATOR_GFSR2020,W1_S13_G13C,Grants revenue from foreign govts: current
CL_INDICATOR_GFSR2020,1A_S1_G13,Grants revenue from int orgs
CL_INDICATOR_GFSR2020,1A_S1_G13K,Grants revenue from int orgs: capital
CL_INDICATOR_GFSR2020,1A_S1_G13C,Grants revenue from int orgs: current
CL_INDICATOR_GFSR2020,W2_S13_G13,Grants revenue from other gen govt
CL_INDICATOR_GFSR2020,W2_S13_G13K,Grants revenue from other gen govt: capital
CL_INDICATOR_GFSR2020,W2_S13_G13C,Grants revenue from other gen govt: current
CL_INDICATOR_GFSR2020,W0_S1_G1223,Imputed social contributions revenue
CL_INDICATOR_GFSR2020,W0_S1_G1411,Interest revenue
CL_INDICATOR_GFSR2020,W1_S1_G1411,Interest revenue from nonresidents
CL_INDICATOR_GFSR2020,W2_S13_G1411,Interest revenue from other gen govt
CL_INDICATOR_GFSR2020,W2_S1W_G1411,Interest revenue from residents other than gen govt
CL_INDICATOR_GFSR2020,W0_S1_G1136,Other recurrent taxes on property
CL_INDICATOR_GFSR2020,W0_S1_G14,Other revenue
CL_INDICATOR_GFSR2020,W0_S1_G122,Other social contributions revenue
CL_INDICATOR_GFSR2020,W0_S1_G1221,Other social contributions revenue: employees
CL_INDICATOR_GFSR2020,W0_S1_G1222,Other social contributions revenue: employers
CL_INDICATOR_GFSR2020,W0_S1_G116,Other taxes n.e.c.
CL_INDICATOR_GFSR2020,W0_S1_G1146,Other taxes on goods & services
CL_INDICATOR_GFSR2020,W0_S1_G1156,Other taxes on int trade & transactions
CL_INDICATOR_GFSR2020,W0_S1_G1414,Property income from investment income disbursements
CL_INDICATOR_GFSR2020,W0_S1_G141,Property income revenue
CL_INDICATOR_GFSR2020,W0_S1_G1131,Recurrent taxes on immovable property
CL_INDICATOR_GFSR2020,W0_S1_G1132,Recurrent taxes on net wealth
CL_INDICATOR_GFSR2020,W0_S1_G1416,Reinvested earnings on FDI
CL_INDICATOR_GFSR2020,W0_S1_G1415,Rent revenue
CL_INDICATOR_GFSR2020,W0_S1_G1,Revenue
CL_INDICATOR_GFSR2020,W0_S1_G1452,Revenue from  NI & SGS: capital claims
CL_INDICATOR_GFSR2020,W0_S1_G14513,Revenue from  NI & SGS: current claims
CL_INDICATOR_GFSR2020,W0_S1_G14512,Revenue from  NI & SGS: fees
CL_INDICATOR_GFSR2020,W0_S1_G14511,Revenue from  NI & SGS: premiums
CL_INDICATOR_GFSR2020,W0_S1_G145,"Revenue from  NI & SGS: premiums, fees & claims"
CL_INDICATOR_GFSR2020,W0_S1_G1451,"Revenue from  NI & SGS: premiums, fees & current claims"
CL_INDICATOR_GFSR2020,W0_S1_G1422,Revenue from administrative fees
CL_INDICATOR_GFSR2020,W0_S1_G143,"Revenue from fines, penalties & forfeits"
CL_INDICATOR_GFSR2020,W0_S1_G1424,Revenue from imputed sales of goods & services
CL_INDICATOR_GFSR2020,W0_S1_G14412,Revenue from other current transfers: not subsidies
CL_INDICATOR_GFSR2020,W0_S1_G14411,Revenue from other current transfers: subsidies
CL_INDICATOR_GFSR2020,W0_S1_G144,Revenue from other transfers
CL_INDICATOR_GFSR2020,W00_S1W_G1442,Revenue from other transfers: capital
CL_INDICATOR_GFSR2020,W0_S1_G1441,Revenue from other transfers: current
CL_INDICATOR_GFSR2020,W0_S1_G142,Revenue from sales of goods & services
CL_INDICATOR_GFSR2020,W0_S1_G1421,Revenue from sales of market establishments
CL_INDICATOR_GFSR2020,W0_S1_G1423,Revenue from sales of nonmarket establishments
CL_INDICATOR_GFSR2020,W0_S1_G11412,Sales taxes
CL_INDICATOR_GFSR2020,W0_S1_G1213,Self/non-employed social contributions revenue
CL_INDICATOR_GFSR2020,W0_S1_G12,Social contributions
CL_INDICATOR_GFSR2020,W0_S1_G121,Social security contributions revenue
CL_INDICATOR_GFSR2020,W0_S1_G1212,Social security contributions revenue: employers
CL_INDICATOR_GFSR2020,W0_S1_G1211,Social security contributions: revenue employees
CL_INDICATOR_GFSR2020,W0_S1_G11,Tax revenue
CL_INDICATOR_GFSR2020,W0_S1_G1135,Taxes in the form of capital levies on property
CL_INDICATOR_GFSR2020,W0_S1_G1143,Taxes in the form of profits of fiscal monopolies
CL_INDICATOR_GFSR2020,W0_S1_G1133,"Taxes on estate, inheritance, & gifts"
CL_INDICATOR_GFSR2020,W0_S1_G1154,Taxes on exchange profits
CL_INDICATOR_GFSR2020,W0_S1_G1152,Taxes on exports
CL_INDICATOR_GFSR2020,W0_S1_G11414,Taxes on financial & capital transactions
CL_INDICATOR_GFSR2020,W0_S1_G1155,Taxes on foreign exchange 
CL_INDICATOR_GFSR2020,W0_S1_G114,Taxes on goods & services
CL_INDICATOR_GFSR2020,W0_S1_G111,"Taxes on income, profits, & capital gains"
CL_INDICATOR_GFSR2020,W0_S1_G1112,"Taxes on income, profits, & capital gains: corporations"
CL_INDICATOR_GFSR2020,W0_S1_G1111,"Taxes on income, profits, & capital gains: individuals"
CL_INDICATOR_GFSR2020,W0_S1_G1113,"Taxes on income, profits, & capital gains: other"
CL_INDICATOR_GFSR2020,W0_S1_G115,Taxes on int trade & transactions
CL_INDICATOR_GFSR2020,W0_S1_G112,Taxes on payroll & workforce
CL_INDICATOR_GFSR2020,W0_S1_G1153,Taxes on profits of export/import monopolies
CL_INDICATOR_GFSR2020,W0_S1_G113,Taxes on property
CL_INDICATOR_GFSR2020,W0_S1_G1144,Taxes on specific services
CL_INDICATOR_GFSR2020,W0_S1_G1145,Taxes on use of/permission to use goods
CL_INDICATOR_GFSR2020,W0_S1_G11452,Taxes on use of/permission to use goods: other
CL_INDICATOR_GFSR2020,W0_S1_G11451,Taxes on use of/permission to use goods: vehicles
CL_INDICATOR_GFSR2020,W0_S1_G11413,Turnover & general taxes on goods & services
CL_INDICATOR_GFSR2020,W0_S1_G1214,Unallocable social contributions revenue
CL_INDICATOR_GFSR2020,W0_S1_G11411,Value-added taxes
CL_INDICATOR_GFSR2020,W0_S1_G1413,Withdrawals of income from quasi-corporations
CL_AREA_GFSFALCS2020,AF,Afghanistan
CL_AREA_GFSFALCS2020,AL,Albania
CL_AREA_GFSFALCS2020,DZ,Algeria
CL_AREA_GFSFALCS2020,AO,Angola
CL_AREA_GFSFALCS2020,AI,Anguilla
CL_AREA_GFSFALCS2020,AG,Antigua and Barbuda
CL_AREA_GFSFALCS2020,AR,Argentina
CL_AREA_GFSFALCS2020,AM,Armenia
CL_AREA_GFSFALCS2020,AW,Aruba
CL_AREA_GFSFALCS2020,AU,Australia
CL_AREA_GFSFALCS2020,AT,Austria
CL_AREA_GFSFALCS2020,AZ,Azerbaijan
CL_AREA_GFSFALCS2020,BS,Bahamas
CL_AREA_GFSFALCS2020,BH,Bahrain
CL_AREA_GFSFALCS2020,BD,Bangladesh
CL_AREA_GFSFALCS2020,BB,Barbados
CL_AREA_GFSFALCS2020,BY,Belarus
CL_AREA_GFSFALCS2020,BE,Belgium
CL_AREA_GFSFALCS2020,BZ,Belize
CL_AREA_GFSFALCS2020,BJ,Benin
CL_AREA_GFSFALCS2020,BT,Bhutan
CL_AREA_GFSFALCS2020,BO,Bolivia
CL_AREA_GFSFALCS2020,BA,Bosnia and Herzegovina
CL_AREA_GFSFALCS2020,BW,Botswana
CL_AREA_GFSFALCS2020,BR,Brazil
CL_AREA_GFSFALCS2020,BN,Brunei Darussalam
CL_AREA_GFSFALCS2020,BG,Bulgaria
CL_AREA_GFSFALCS2020,BF,Burkina Faso
CL_AREA_GFSFALCS2020,BI,Burundi
CL_AREA_GFSFALCS2020,CV,Cabo Verde
CL_AREA_GFSFALCS2020,KH,Cambodia
CL_AREA_GFSFALCS2020,CM,Cameroon
CL_AREA_GFSFALCS2020,CA,Canada
CL_AREA_GFSFALCS2020,KY,Cayman Islands
CL_AREA_GFSFALCS2020,CF,Central African Republic
CL_AREA_GFSFALCS2020,TD,Chad
CL_AREA_GFSFALCS2020,CL,Chile
CL_AREA_GFSFALCS2020,HK,"Hong Kong, China"
CL_AREA_GFSFALCS2020,MO,Macao
CL_AREA_GFSFALCS2020,CN,China
CL_AREA_GFSFALCS2020,CO,Colombia
CL_AREA_GFSFALCS2020,KM,Comoros
CL_AREA_GFSFALCS2020,CD,"Congo, the Democratic Republic of the"
CL_AREA_GFSFALCS2020,CG,Congo
CL_AREA_GFSFALCS2020,CK,Cook Islands
CL_AREA_GFSFALCS2020,CR,Costa Rica
CL_AREA_GFSFALCS2020,CI,Cote d`Ivoire
CL_AREA_GFSFALCS2020,HR,Croatia
CL_AREA_GFSFALCS2020,1C_355,Curacao & St. Maarten
CL_AREA_GFSFALCS2020,CY,Cyprus
CL_AREA_GFSFALCS2020,CZ,Czech Republic
CL_AREA_GFSFALCS2020,DK,Denmark
CL_AREA_GFSFALCS2020,DJ,Djibouti
CL_AREA_GFSFALCS2020,DM,Dominica
CL_AREA_GFSFALCS2020,DO,Dominican Republic
CL_AREA_GFSFALCS2020,EC,Ecuador
CL_AREA_GFSFALCS2020,EG,Egypt
CL_AREA_GFSFALCS2020,SV,El Salvador
CL_AREA_GFSFALCS2020,GQ,Equatorial Guinea
CL_AREA_GFSFALCS2020,ER,Eritrea
CL_AREA_GFSFALCS2020,EE,Estonia
CL_AREA_GFSFALCS2020,SZ,Eswatini
CL_AREA_GFSFALCS2020,ET,Ethiopia
CL_AREA_GFSFALCS2020,U2,Euro area (Member States and Institutions of the Euro Area) changing composition
CL_AREA_GFSFALCS2020,FJ,Fiji
CL_AREA_GFSFALCS2020,FI,Finland
CL_AREA_GFSFALCS2020,FR,France
CL_AREA_GFSFALCS2020,GA,Gabon
CL_AREA_GFSFALCS2020,GM,Gambia
CL_AREA_GFSFALCS2020,GE,Georgia
CL_AREA_GFSFALCS2020,DE,Germany
CL_AREA_GFSFALCS2020,GH,Ghana
CL_AREA_GFSFALCS2020,GR,Greece
CL_AREA_GFSFALCS2020,GD,Grenada
CL_AREA_GFSFALCS2020,GT,Guatemala
CL_AREA_GFSFALCS2020,GN,Guinea
CL_AREA_GFSFALCS2020,GW,Guinea-Bissau
CL_AREA_GFSFALCS2020,GY,Guyana
CL_AREA_GFSFALCS2020,HT,Haiti
CL_AREA_GFSFALCS2020,HN,Honduras
CL_AREA_GFSFALCS2020,HU,Hungary
CL_AREA_GFSFALCS2020,IS,Iceland
CL_AREA_GFSFALCS2020,IN,India
CL_AREA_GFSFALCS2020,ID,Indonesia
CL_AREA_GFSFALCS2020,IR,"Iran, Islamic Republic of"
CL_AREA_GFSFALCS2020,IQ,Iraq
CL_AREA_GFSFALCS2020,IE,Ireland
CL_AREA_GFSFALCS2020,IL,Israel
CL_AREA_GFSFALCS2020,IT,Italy
CL_AREA_GFSFALCS2020,JM,Jamaica
CL_AREA_GFSFALCS2020,JP,Japan
CL_AREA_GFSFALCS2020,JO,Jordan
CL_AREA_GFSFALCS2020,KZ,Kazakhstan
CL_AREA_GFSFALCS2020,KE,Kenya
CL_AREA_GFSFALCS2020,KI,Kiribati
CL_AREA_GFSFALCS2020,KR,"Korea, Republic of"
CL_AREA_GFSFALCS2020,XK,"Kosovo, Republic of"
CL_AREA_GFSFALCS2020,KW,Kuwait
CL_AREA_GFSFALCS2020,KG,Kyrgyzstan
CL_AREA_GFSFALCS2020,LA,Lao People`s Democratic Republic
CL_AREA_GFSFALCS2020,LV,Latvia
CL_AREA_GFSFALCS2020,LB,Lebanon
CL_AREA_GFSFALCS2020,LS,Lesotho
CL_AREA_GFSFALCS2020,LR,Liberia
CL_AREA_GFSFALCS2020,LY,Libya
CL_AREA_GFSFALCS2020,LT,Lithuania
CL_AREA_GFSFALCS2020,LU,Luxembourg
CL_AREA_GFSFALCS2020,MG,Madagascar
CL_AREA_GFSFALCS2020,MW,Malawi
CL_AREA_GFSFALCS2020,MY,Malaysia
CL_AREA_GFSFALCS2020,MV,Maldives
CL_AREA_GFSFALCS2020,ML,Mali
CL_AREA_GFSFALCS2020,MT,Malta
CL_AREA_GFSFALCS2020,MH,Marshall islands
CL_AREA_GFSFALCS2020,MR,Mauritania
CL_AREA_GFSFALCS2020,MU,Mauritius
CL_AREA_GFSFALCS2020,MX,Mexico
CL_AREA_GFSFALCS2020,FM,"Micronesia, Federated States of"
CL_AREA_GFSFALCS2020,MD,"Moldova, Republic of"
CL_AREA_GFSFALCS2020,MC,Monaco
CL_AREA_GFSFALCS2020,MN,Mongolia
CL_AREA_GFSFALCS2020,ME,Montenegro
CL_AREA_GFSFALCS2020,MS,Montserrat
CL_AREA_GFSFALCS2020,MA,Morocco
CL_AREA_GFSFALCS2020,MZ,Mozambique
CL_AREA_GFSFALCS2020,MM,Myanmar
CL_AREA_GFSFALCS2020,NA,Namibia
CL_AREA_GFSFALCS2020,NR,Nauru
CL_AREA_GFSFALCS2020,NP,Nepal
CL_AREA_GFSFALCS2020,AN,Netherlands Antilles
CL_AREA_GFSFALCS2020,NL,Netherlands
CL_AREA_GFSFALCS2020,NZ,New Zealand
CL_AREA_GFSFALCS2020,NI,Nicaragua
CL_AREA_GFSFALCS2020,NE,Niger
CL_AREA_GFSFALCS2020,NG,Nigeria
CL_AREA_GFSFALCS2020,MK,"North Macedonia, Republic of "
CL_AREA_GFSFALCS2020,NO,Norway
CL_AREA_GFSFALCS2020,OM,Oman
CL_AREA_GFSFALCS2020,PK,Pakistan
CL_AREA_GFSFALCS2020,PW,Palau
CL_AREA_GFSFALCS2020,PA,Panama
CL_AREA_GFSFALCS2020,PG,Papua New Guinea
CL_AREA_GFSFALCS2020,PY,Paraguay
CL_AREA_GFSFALCS2020,PE,Peru
CL_AREA_GFSFALCS2020,PH,Philippines
CL_AREA_GFSFALCS2020,PL,Poland
CL_AREA_GFSFALCS2020,PT,Portugal
CL_AREA_GFSFALCS2020,QA,Qatar
CL_AREA_GFSFALCS2020,RO,Romania
CL_AREA_GFSFALCS2020,RU,Russian Federation
CL_AREA_GFSFALCS2020,RW,Rwanda
CL_AREA_GFSFALCS2020,WS,Samoa
CL_AREA_GFSFALCS2020,SM,San Marino
CL_AREA_GFSFALCS2020,ST,Sao Tome and Principe
CL_AREA_GFSFALCS2020,SA,Saudi Arabia
CL_AREA_GFSFALCS2020,SN,Senegal
CL_AREA_GFSFALCS2020,CS,Serbia and Montenegro
CL_AREA_GFSFALCS2020,RS,Serbia
CL_AREA_GFSFALCS2020,SC,Seychelles
CL_AREA_GFSFALCS2020,SL,Sierra Leone
CL_AREA_GFSFALCS2020,SG,Singapore
CL_AREA_GFSFALCS2020,SK,Slovakia
CL_AREA_GFSFALCS2020,SI,Slovenia
CL_AREA_GFSFALCS2020,SB,Solomon Islands
CL_AREA_GFSFALCS2020,SO,Somalia
CL_AREA_GFSFALCS2020,ZA,South Africa
CL_AREA_GFSFALCS2020,SS,South Sudan
CL_AREA_GFSFALCS2020,ES,Spain
CL_AREA_GFSFALCS2020,LK,Sri Lanka
CL_AREA_GFSFALCS2020,KN,Saint Kitts and Nevis
CL_AREA_GFSFALCS2020,LC,Saint Lucia
CL_AREA_GFSFALCS2020,VC,Saint Vincent and the Grenadines
CL_AREA_GFSFALCS2020,SD,Sudan
CL_AREA_GFSFALCS2020,SR,Suriname
CL_AREA_GFSFALCS2020,SE,Sweden
CL_AREA_GFSFALCS2020,CH,Switzerland
CL_AREA_GFSFALCS2020,SY,Syrian Arab Republic
CL_AREA_GFSFALCS2020,TJ,Tajikistan
CL_AREA_GFSFALCS2020,TZ,"Tanzania, United Republic of"
CL_AREA_GFSFALCS2020,TH,Thailand
CL_AREA_GFSFALCS2020,TL,Timor-Leste
CL_AREA_GFSFALCS2020,TG,Togo
CL_AREA_GFSFALCS2020,TO,Tonga
CL_AREA_GFSFALCS2020,TT,Trinidad and Tobago
CL_AREA_GFSFALCS2020,TN,Tunisia
CL_AREA_GFSFALCS2020,TR,Turkey
CL_AREA_GFSFALCS2020,TM,Turkmenistan
CL_AREA_GFSFALCS2020,TV,Tuvalu
CL_AREA_GFSFALCS2020,UG,Uganda
CL_AREA_GFSFALCS2020,UA,Ukraine
CL_AREA_GFSFALCS2020,AE,United Arab Emirates
CL_AREA_GFSFALCS2020,GB,United Kingdom
CL_AREA_GFSFALCS2020,US,United States
CL_AREA_GFSFALCS2020,UY,Uruguay
CL_AREA_GFSFALCS2020,UZ,Uzbekistan
CL_AREA_GFSFALCS2020,VU,Vanuatu
CL_AREA_GFSFALCS2020,VE,"Venezuela, Bolivarian Republic"
CL_AREA_GFSFALCS2020,VN,Viet Nam
CL_AREA_GFSFALCS2020,PS,"Palestine, State of"
CL_AREA_GFSFALCS2020,1C_473,Yemen Arab Rep.
CL_AREA_GFSFALCS2020,YE,Yemen
CL_AREA_GFSFALCS2020,ZM,Zambia
CL_AREA_GFSFALCS2020,ZW,Zimbabwe
CL_AREA_GFSFALCS2020,1C_AAA,AAA
CL_AREA_GFSFALCS2020,1C_ALLC,All Countries
CL_AREA_GFSFALCS2020,1C_ALL,All Countries and Country Groups
CL_AREA_GFSFALCS2020,1C_All_Countries_for_Dissemination,All Countries for Dissemination
CL_AREA_GFSFALCS2020,1C_Al_Countries_for_Dissemination_Online,All Countries for Dissemination - Online
CL_AREA_GFSFALCS2020,1C_GFSY_2014_Country_Pages,All Countries for Dissemination - Print
CL_AREA_GFSFALCS2020,1C_All_Countries_PDF,All Countries PDF
CL_AREA_GFSFALCS2020,All Countries Table A and B,All Countries Table A and B
CL_AREA_GFSFALCS2020,1C_ALLG,All Country Groups
CL_AREA_GFSFALCS2020,S1311B,Budgetary central government
CL_AREA_GFSFALCS2020,S1311,Central government (excl. social security)
CL_AREA_GFSFALCS2020,S1321,Central government (incl. social security)
CL_AREA_GFSFALCS2020,S13,General government
CL_AREA_GFSFALCS2020,1C_Template_I,Template I
CL_AREA_GFSFALCS2020,1C_Template_II,Template II
CL_AREA_GFSFALCS2020,1C_Template_III,Template III
CL_AREA_GFSFALCS2020,1C_Template_IV,Template IV
CL_UNIT_GFSFALCS2020,XDC,Domestic currency
CL_UNIT_GFSFALCS2020,XDC_R_B1GQ,Percent of GDP
CL_INDICATOR_GFSFALCS2020,G32,Net acquisition of financial assets
CL_INDICATOR_GFSFALCS2020,G6,Net financial worth
CL_INDICATOR_GFSFALCS2020,G33,Net incurrence of liabilities
CL_INDICATOR_GFSFALCS2020,G3,Net transactions affecting net financial worth
CL_INDICATOR_GFSFALCS2020,G62,Stock position of financial assets
CL_INDICATOR_GFSFALCS2020,G63,Stock position of liabilities
CL_COUNTERPART_SECTOR_GFSFALCS2020,W2_S13111,Budgetary central government
CL_COUNTERPART_SECTOR_GFSFALCS2020,W2_S121,Central bank
CL_COUNTERPART_SECTOR_GFSFALCS2020,W2_S1311,Central government (excl. social security)
CL_COUNTERPART_SECTOR_GFSFALCS2020,W2_S122,"Deposit taking corporations, except the central bank"
CL_COUNTERPART_SECTOR_GFSFALCS2020,W10_S12D,"External, Financial corporations"
CL_COUNTERPART_SECTOR_GFSFALCS2020,W1_S13,"External, General government"
CL_COUNTERPART_SECTOR_GFSFALCS2020,W1_S1V,"External, Nonfinancial corporations, HHs, & NPISH"
CL_COUNTERPART_SECTOR_GFSFALCS2020,W2_S13112,Extrabudgetary central government
CL_COUNTERPART_SECTOR_GFSFALCS2020,W2_S12,Financial corporations
CL_COUNTERPART_SECTOR_GFSFALCS2020,W2_S13,General government
CL_COUNTERPART_SECTOR_GFSFALCS2020,W2_S1M,Households & NPISH
CL_COUNTERPART_SECTOR_GFSFALCS2020,1A_S1,International organisations
CL_COUNTERPART_SECTOR_GFSFALCS2020,W2_S1313,Local government
CL_COUNTERPART_SECTOR_GFSFALCS2020,W2_S11,Nonfinancial corporations
CL_COUNTERPART_SECTOR_GFSFALCS2020,W2_S12R,Other financial corporations 
CL_COUNTERPART_SECTOR_GFSFALCS2020,W2_S1312,Regional (state/provincial) government
CL_COUNTERPART_SECTOR_GFSFALCS2020,W2_S1314,Social security funds
CL_AREA_GFSIBS2020,AF,Afghanistan
CL_AREA_GFSIBS2020,AL,Albania
CL_AREA_GFSIBS2020,DZ,Algeria
CL_AREA_GFSIBS2020,AO,Angola
CL_AREA_GFSIBS2020,AI,Anguilla
CL_AREA_GFSIBS2020,AG,Antigua and Barbuda
CL_AREA_GFSIBS2020,AR,Argentina
CL_AREA_GFSIBS2020,AM,Armenia
CL_AREA_GFSIBS2020,AW,Aruba
CL_AREA_GFSIBS2020,AU,Australia
CL_AREA_GFSIBS2020,AT,Austria
CL_AREA_GFSIBS2020,AZ,Azerbaijan
CL_AREA_GFSIBS2020,BS,Bahamas
CL_AREA_GFSIBS2020,BH,Bahrain
CL_AREA_GFSIBS2020,BD,Bangladesh
CL_AREA_GFSIBS2020,BB,Barbados
CL_AREA_GFSIBS2020,BY,Belarus
CL_AREA_GFSIBS2020,BE,Belgium
CL_AREA_GFSIBS2020,BZ,Belize
CL_AREA_GFSIBS2020,BJ,Benin
CL_AREA_GFSIBS2020,BT,Bhutan
CL_AREA_GFSIBS2020,BO,Bolivia
CL_AREA_GFSIBS2020,BA,Bosnia and Herzegovina
CL_AREA_GFSIBS2020,BW,Botswana
CL_AREA_GFSIBS2020,BR,Brazil
CL_AREA_GFSIBS2020,BN,Brunei Darussalam
CL_AREA_GFSIBS2020,BG,Bulgaria
CL_AREA_GFSIBS2020,BF,Burkina Faso
CL_AREA_GFSIBS2020,BI,Burundi
CL_AREA_GFSIBS2020,CV,Cabo Verde
CL_AREA_GFSIBS2020,KH,Cambodia
CL_AREA_GFSIBS2020,CM,Cameroon
CL_AREA_GFSIBS2020,CA,Canada
CL_AREA_GFSIBS2020,KY,Cayman Islands
CL_AREA_GFSIBS2020,CF,Central African Republic
CL_AREA_GFSIBS2020,TD,Chad
CL_AREA_GFSIBS2020,CL,Chile
CL_AREA_GFSIBS2020,HK,"Hong Kong, China"
CL_AREA_GFSIBS2020,MO,Macao
CL_AREA_GFSIBS2020,CN,China
CL_AREA_GFSIBS2020,CO,Colombia
CL_AREA_GFSIBS2020,KM,Comoros
CL_AREA_GFSIBS2020,CD,"Congo, the Democratic Republic of the"
CL_AREA_GFSIBS2020,CG,Congo
CL_AREA_GFSIBS2020,CK,Cook Islands
CL_AREA_GFSIBS2020,CR,Costa Rica
CL_AREA_GFSIBS2020,CI,Cote d`Ivoire
CL_AREA_GFSIBS2020,HR,Croatia
CL_AREA_GFSIBS2020,1C_355,Curacao & St. Maarten
CL_AREA_GFSIBS2020,CY,Cyprus
CL_AREA_GFSIBS2020,CZ,Czech Republic
CL_AREA_GFSIBS2020,DK,Denmark
CL_AREA_GFSIBS2020,DJ,Djibouti
CL_AREA_GFSIBS2020,DM,Dominica
CL_AREA_GFSIBS2020,DO,Dominican Republic
CL_AREA_GFSIBS2020,EC,Ecuador
CL_AREA_GFSIBS2020,EG,Egypt
CL_AREA_GFSIBS2020,SV,El Salvador
CL_AREA_GFSIBS2020,GQ,Equatorial Guinea
CL_AREA_GFSIBS2020,ER,Eritrea
CL_AREA_GFSIBS2020,EE,Estonia
CL_AREA_GFSIBS2020,SZ,Eswatini
CL_AREA_GFSIBS2020,ET,Ethiopia
CL_AREA_GFSIBS2020,U2,Euro area (Member States and Institutions of the Euro Area) changing composition
CL_AREA_GFSIBS2020,FJ,Fiji
CL_AREA_GFSIBS2020,FI,Finland
CL_AREA_GFSIBS2020,FR,France
CL_AREA_GFSIBS2020,GA,Gabon
CL_AREA_GFSIBS2020,GM,Gambia
CL_AREA_GFSIBS2020,GE,Georgia
CL_AREA_GFSIBS2020,DE,Germany
CL_AREA_GFSIBS2020,GH,Ghana
CL_AREA_GFSIBS2020,GR,Greece
CL_AREA_GFSIBS2020,GD,Grenada
CL_AREA_GFSIBS2020,GT,Guatemala
CL_AREA_GFSIBS2020,GN,Guinea
CL_AREA_GFSIBS2020,GW,Guinea-Bissau
CL_AREA_GFSIBS2020,GY,Guyana
CL_AREA_GFSIBS2020,HT,Haiti
CL_AREA_GFSIBS2020,HN,Honduras
CL_AREA_GFSIBS2020,HU,Hungary
CL_AREA_GFSIBS2020,IS,Iceland
CL_AREA_GFSIBS2020,IN,India
CL_AREA_GFSIBS2020,ID,Indonesia
CL_AREA_GFSIBS2020,IR,"Iran, Islamic Republic of"
CL_AREA_GFSIBS2020,IQ,Iraq
CL_AREA_GFSIBS2020,IE,Ireland
CL_AREA_GFSIBS2020,IL,Israel
CL_AREA_GFSIBS2020,IT,Italy
CL_AREA_GFSIBS2020,JM,Jamaica
CL_AREA_GFSIBS2020,JP,Japan
CL_AREA_GFSIBS2020,JO,Jordan
CL_AREA_GFSIBS2020,KZ,Kazakhstan
CL_AREA_GFSIBS2020,KE,Kenya
CL_AREA_GFSIBS2020,KI,Kiribati
